id_EXIST,lang,tweet,label
200133,en,however in my experience when we share our unique story and come together a a community we create powerful conversation and cultural change,0
200134,en,have a story of street harassment you d feel comfortable share send u a dm or email u directly at itsnotacomplimentmelbourne com,0
200135,en,1 stop street harassment 2018 study on sexual harassment and assault,0
200136,en,accountability be not a sorry it be action it be deep self reflection and change of behaviour natasha and maya photo by,0
200137,en,i don t know where this be but some state do have law against this sort of behavior,0
200138,en,a man be entirely responsible for his own action,0
200139,en,tw pedophiliajust a few of the story from our chalk event last week show me what those hand can do say to an 11 y o i bet you re so tight i d love to fuck that say to a 9 y oget pedophiles off the street,3
200140,en,be an upstander today and everyday,0
200141,en,what matter be the functioning of the human right theory humanity matter for tigray amp tigreans,0
200142,en,301 day even under the intense pressure of be discriminate against amp try to get his amp all deaf athlete voice heard this fantastic young athlete remind u,0
200143,en,i will not go to school without my sister i support my sister an afghan boy true man wise human who know the sequela of exclude half of society education for all afghan,0
200145,en,sex pistol god save the queen via,0
200146,en,dj n be just a important nonetheless come lock into slimzosrecordings livestream on instagram thursday even from 7pm uk time and i will try to prove my claim,0
200147,en,society s set norm happy men s day though,0
200148,en,there be no place for in this world,0
200149,en,abolish the monarchy via,0
200150,en,with grow demand for the president to resign we get ta wonder when will he learn stop be violent,0
200151,en,no child will ever walk 10km to school gogos makhulu win t hire bakkies for clinic visit motorist win t have to drive to town for fuel etcnb not mean to offend anyone it merely a suggestion i stand to be correct,0
200152,en,good ol albert,0
200153,en,spend some time in ghana such a fun place to spend this fine day august 27 1963 wonder how the civil right march will go tomorrow i know my bois will kill it,0
200154,en,and nobody do anything while pleople die why this cruel indifference why,0
200155,en,ahhhhhh my hand give grow tire from all the write but i be so grateful to announce the publication of my second work lady don t jump off your seat do get ready for some reflection upon marriage go get your copy now xoxo 1700,0
200156,en,in the mood for a diy spa day pamper yourself and your skin with luxurious yet affordable equal skincare product include equal product in your skincare regime today,0
200157,en,protest again this saturday 9am in front of balise toyota scion west springfield riverdale rd and sunday 9 be at intersection birnie ave and prospect,0
200158,en,on the anniversary of woman gain the right to vote and stand for office in politics in turkey we proudly declare that we respect the right of all woman start with our associate in our workplace and we act together to build a more equal world,0
200159,en,strike strike strike we need to stand up for woman s right woman deserve equal pay and equal right the triangle shirtwaist factory need to have good work condition we need to be equal,0
200160,en,100 follower my heart go out to the community a it have show to be the most inclusive and sweet group ive ever come across on the internet shoutout to for be my 100th follower,0
200161,en,caption exist in post happy men s day,0
200162,en,be around the corner which mean it s time for a that we d love for you to be a part of t amp c apply final entry image will be choose by basis amp will feature in our video release on march 8th 2022,0
200163,en,this be the year yes to woman be to give and take equal opportunity at all level and in all field it s all about ability capability and responsibility we a woman have same if not more,0
200164,en,to all the lovely lady,0
200165,en,here s some halftime entertainmmt for y all watch the v game i still have nightmare about this block,0
200166,en,let s celebrate international 2022 and help to collectively for woman around the world,0
200167,en,afghan woman can not be part of any sport include cricket a that would expose their body the taliban,2
200168,en,we write our song strong woman to celebrate the woman in our life and the achievement of woman all over the world,0
200169,en,for all the womens out there,0
200170,en,just eat a big dinner with and friend to celebrate 3 pureblood able to coast by no lame vaccine check or anything thankfully seem the commie aren t get the entire script from who and the wider cathedral kinda business a usual again,0
200171,en,what a wonderful advert for the brilliant vaccine programme continue to save life improve quality of life amp reduce strain on nh service this be one fantastic reason for the nh to be cherish by public everyday,0
200172,en,shivaami be join the force this to by bring leading woman entrepreneur to share their success story online register here 8th march 2022time 3 pm to 5 pm,0
200173,en,this be the day to salute all woman s struggle to secure a dignified place woman be inspiration for others in so many way my special honor tribute amp respect to madam happy,0
200174,en,custom color inspirational aviation gift funny pilot mug amelia earhart quote ceramic coffee cup mug for her,0
200175,en,to all woman deserve of their special day nollaigh na mban shona daoibh,0
200176,en,feel that i have raise a caring amp love 13 yo who be our next gen feminist amp ally i be cry of joy inside when i get this text not only we must for woman we need to do it for our child,0
200177,en,above all be the heroine of your life not the victim nora ephron click here for 48 inspirational quote for woman,0
200178,en,womensday 1,0
200179,en,may i ask when you will announce the theme for 2022 iwd i m look ahead to programming and try to work with your theme each year thanks,0
200180,en,lauren case owner of bun bakery share her insight with u what be your most valuable tip to share with other woman entrepreneur in 2021 be patient be alert be understanding be kind to yourself amp persevere,0
200181,en,hearth,0
200182,en,how can the right be sooo wrong,0
200186,en,i m bring this discussion back up today because woman have be marginalize and physically take advantage of it s time we fight and vote to speak once again for allvotebluein2022,3
200187,en,be for vote for beto,0
200189,en,daughter be take me to va today may i say i really dislike the pain from fall ugh have a good day folk so much to do in so little time,0
200190,en,completely agree never before have i felt a voting decision should be make on the basis of one policy both and be off my list it s not without a big sigh that i say the look like the only option so far,0
200191,en,the distorted moral narrative of religious nationalism 1 of the 5 interlocking injustice evils that the challenge and fight back against,0
200192,en,for woman everywhere,0
200196,en,we see you here s 10 queer woman who change history,0
200197,en,this be no joke iran be join the u n woman right commission on march 25 2022,0
200198,en,dear ene who just turn 2 y o give to his mom elif yal n who s be jail in gebze for 8 month in turkey mom and son have be for 2 day in the quarantine ward busu a ortakolma,0
200200,en,thank you cecilt strong that be brave and brilliant and spot on thank you,0
200204,en,we can t even have a day without woman make it about themselves,1
200206,en,niggas wouldn t last a day without woman argue w ya mama,0
200208,en,again darling male fragility do some reading on a day without woman in the economy however pay family time be well for the economy and society in all way and regardless of gender you must think capitalism wage quality of life and gpd be disconnect,0
200213,en,have a day without woman no work and no sex see how they like that strike,1
200216,en,enough be enough instead of a day without woman let s do a month without black teacher ally feel our absence the same way you want u absent from this country s history,0
200217,en,can t go a day without woman womening,1
200220,en,we need a day without woman all call in sick across the country,1
200221,en,he be abusive he be the problem porsha s get issue but she didn t deserve mental and physical abuse or to grieve the loss of her child alone,0
200223,en,abuse mentionnah it s so whack to me that some people don t agree with that statement like i know action speak loud than word but also it s a literal abuser,0
200224,en,i don t usually care about the kardashians but people who use abuse to control their partner get a special type of ire from me as well a people medium not you who give them a platform for entertainment without realize what s happen or care,0
200225,en,i m just an apologetic canadian willing to give the guy some sympathy biden i mean elder abuse in the open shameful,0
200227,en,rino get the rack exclusive van taylor accuse of extramarital affair with isi bride abuse of power rim job text via,0
200229,en,child abuse i m not anti vax but i be anti fear you can t tell me this be healthy she know she s do it for others you tell her that,0
200230,en,it s great that the washington post have just discover civil asset forfeiture abuse reason magazine have be write about it for many year now and the institute for justice have be fight against it in the court for year donate to ij to help the fight,0
200231,en,he use hi influence to mentally and physically force a young woman into sleep with him she have to give her emotion to ease the pain it s still abuse and rape,3
200232,en,he s one of my favorite it make me ill that he s have to endure the mental abuse this market have heap on him and for all the hater neither he or i care,0
200233,en,our government,0
200234,en,guardianship authority amp self funded government trustee corporation have be use fund belong 2 involuntary client procure via elder abuse report 2 fight them in court if they or their family attempt 2 regain their liberty amp control of their asset,0
200235,en,1 our tax fund go toward these equity company and consultant they charge in the ten of thousand to emotionally confuse and abuse our child they charge taxpayer school thousand just to have one consultation i refuse my tax money to go toward this,0
200237,en,smithsonian tropical research institute hit with sex abuse claim via at least 16 woman come forward to allege sexual harassment and abuse at smithsonian s tropical research institute which be on an island in the panama canal,3
200238,en,abuse be wrong but tell him to shut the fuck up and put a performance in isn t wrong why be he always write essay,0
200239,en,you say just wait out the republican s tantrum misinformation stock manipulation voter suppression blatant racism abuse s of woman s an immigrant and basic human right fail insurrection whoa,0
200240,en,grant marius be the less evil since he didn t sexually abuse armand as far a i m aware but he do basically make armand into a dependent partner since armand have no way of leave nor would he have want to leave because he didn t know anything else,0
200241,en,healthy androcentrism at it fine lady and gentleman,0
200242,en,they ve manage to substitute something that they say be bad androcentrism for something that be arguably bad if only for the fact that it be do deliberately in a short a space of time a possible some would say only idiot do thing like that,0
200243,en,do you even know anything about basic feminism or biology the female body be different from the male body and this fact be the basis for female oppression include to this day in the form of medical misogyny and androcentrism literally cost life,0
200245,en,if you re at spsp in person be sure to check out my symposium with and it s rain men how androcentrism shape our everyday live this saturday 8 9 be i unfortunately win t be there in person but come see everyone else,0
200246,en,get doom abstract on why androcentrism be be the new longevists,0
200247,en,leni v the world po ba kabi kabila from ferdinand jr isko lacson androcentrism be too 1900 s goiz,0
200249,en,it s just so very astound to me the feminist scholar who be one of the first to challenge androcentrism and patriarchy in international law be elect a member of the icj and not a human right body be il change don t let me get my hope up please,0
200255,en,among the follow which statement be not associate with androcentrism,0
200256,en,quite excite to present my work on gender amp perception of apology a part of our symposium on androcentrism with and come learn if you should really be sorry for say sorry,0
200259,en,this video beautifully show how ridiculous androcentrism be and put all earthly religion which include man a the most central aspect of the entire universe into a sobering perspective the truth be we be insignificant,0
200261,en,androgynous mind via,0
200262,en,virginia woolf on why the best mind be the androgynous mind the marginalian,0
200263,en,nearly a century before the term nonbinary exist virginia woolf write beautifully about why the mind who embody that be the best mind,0
200264,en,my mom i give birth to you i know everything about you my passion for videogames that i wan na turn into a job my androgynous mind and my bisexual as,0
200265,en,timeless essay and nonfiction by great writer in each of u two power preside one male one female the androgynous mind be resonant and porous naturally creative incandescent and undivided virginia woolf,0
200266,en,androgynous mind mainexlazada 1111supershow,0
200267,en,the androgynous mind be resonant and porous it transmit emotion without impediment it be naturally creative incandescent and undivided virginia woolf,0
200268,en,sonic youth androgynous mind experimental jet set trash and no star,0
200269,en,virginia woolf on why the best mind be the nonbinary mind via,0
200270,en,i m certainly for all intent and purpose cis female and have give this thought but specifically it s ci in the way virginia woolf talk about the androgynous mind,0
200271,en,one of my sy favs tbh androgynous mind bull in the heather self obsess and sexxee maybe,0
200273,en,hey no worry don t sweat it kinda have an androgynous mind so shrug you re not the first be sure you win t be the last,0
200274,en,earth angel androgynous mind,0
200275,en,average hacker fan vs average earth angel androgynous mind enthusiast,0
200276,en,splendid woman i wonder where this fit in relation to virginia woolf on the androgynous mind woolf wasn t speak anatomically of course i also wonder if she woolf sometimes try too hard to quiet potential opposition,0
200277,en,not sure if i have an androgynous mind or a very wide vocabulary but i recognise almost all of both column and could guess the one i didn t pretty well,0
200278,en,this sunday a room of one s own in our virginia woolf season with why be shakespeare important in woolf s think about woman write and the androgynous mind sun 24 october 2021 6 pm brilliant,0
200280,en,i guess i also have an inner feminine aspect that these game allow me to explore to whatever limited extent i still feel like a straight ci male but i feel like i have a fairly androgynous mind,0
200283,en,y all wan na hear a joke i come up with while make lasagna that s almost as good a a man walk into a caf splash please say yes,0
200285,en,blah blah she write as good a a man blah blah,1
200288,en,you get daughter do you actually tell them that no matter how hard they work they ll never be as good a a man that be sexist a fuck and just not true,2
200289,en,why insult her that way she can handle it every bit as good a a man,0
200290,en,when you re a woman you have to be twice as good a a man to succeedwhen you re a poc you have to be three time as good a any white person to succeedwhen you re you have to be four time as good a the near driver to succeed,2
200297,en,i m probably very late to this but after a trip to syria in the mid 1930s agatha christie observe and write this in 1946 a kurdish woman have no doubt that she be as good a a man or good,0
200298,en,mahesh babu be as good a a man god have ever make new generation who don t know super star krishna garu u can see one step well person in mahesh babu god bless his child and family,0
200299,en,yeah let show everyone a woman can fuck it up just as good a a man,0
200302,en,i love the brown and i hate the league fuck favoritism enforce as officiate,0
200303,en,just ate thee hot as chip i can t feel my tongue,0
200304,en,i just fart and the bubble slowly creep up the crack of my as,0
200307,en,legendary comment now he s distract people with other b because he know his model be gon na get fuck in the as,0
200308,en,you re an as your liberal idea be pure bullshit,0
200309,en,yo i get a real as stalker on my hand who tf be stephanie jenkins lmaoooo,0
200311,en,the way my as finna be sit after this challenge whew,0
200312,en,s account be temporarily unavailable because it violate the twitter medium policy learn more,0
200313,en,shouldve say me too and shut his dumb as up hj,0
200314,en,i m miss have train partner get a whole as kickboxing gym in my garage just need some homies,0
200315,en,i get everyone else some nice as gift then there s me over here get a single broken gift and people wonder why i hate christmas it s another disappointment every year,0
200317,en,we ride together we suck ass together,0
200318,en,wildturtle be so ass bro im sorry jason,0
200319,en,bro ur a grown as man,0
200323,en,nah cause i saw my crush today at church and like im so annoyed cuz i make the decision to stop like him yesterday but he just have to exist and fkn look cute n shit and the thing be he s get the same body proportion a jungwoo and it s just so attractive ughhh bye,0
200324,en,people that smell good behave more confidently which make them more attractive even if others can t smell their perfume or cologne,0
200327,en,wow you re like a less attractive sarah pailin all ambition and no brain,1
200328,en,this prove that no matter how nice you be no matter how exciting sexy attractive you can be a a man bitch will still cheat incredible,1
200329,en,asset be attractive if one can see the reality of the energy environment there be significant opportunity,0
200330,en,that s kind of true i do watch the other woman that talk about thing like this she be not as attractive a you and your way ahead of her i can see her be attractive though you have more content a well i do see what your say if,0
200331,en,wait isn t the uk suppose to be have good standard now that we re out of the evil eu surely our environmental standard be now high than the netherlands how could it possibly make sense that a high standard brexit britain be more attractive to a polluter,0
200332,en,always love milwaukee beautiful town in autumn storied baseball town hell of a place for a game the people have never be more attractive sport legacy,0
200335,en,i d argue he s more attractive in dont look up than he be in anything he s make since shutter island,0
200336,en,swear guy who can sing be damn attractive to me,0
200337,en,you know what i ll take it at least you find him attractive sometimes,0
200338,en,think you re special for find someone attractive be narcissistic and stupid and cringe,0
200339,en,i wonder if people actually like genuinely find me attractive enough to date,0
200341,en,dr tegan strong have discover an arcane artifact while dive in the beautiful bahamas why be it leave there the arklight ancient alien adventure trilogy we be not alone dangerous encounter await,0
200342,en,a lot of beautiful chart out there guy i can t always hold you by the hand,0
200343,en,a smile put you on the right track a smile make the world a beautiful place when you lose your smile you lose your way in the chaos of life roy t bennett the light in the heart,0
200345,en,moment away from first ball at the beautiful adelaide oval congratulation to david taylor who make his first class debut a an umpire today,0
200346,en,this be great but i d love to be able to visit the beautiful ksa without get arrest and execute,0
200347,en,what a beautiful collection,0
200348,en,jimin s hair be so long and so beautiful and i just want to run my hand through it be that too much to ask,0
200349,en,beautiful mask may i ask where you get it,0
200350,en,dr pussycat be truly beautiful f balak,0
200351,en,yall go and checkout this beautiful article by,0
200352,en,it be so beautiful both legend,0
200353,en,i like the direction yara be go in with her look she always look beautiful i do want to see the more mature silhouette maybe update refreshed for her tho so it s youthful reference a 50 something year old jo baker retro silhouette mature the look a lot,0
200354,en,hop you have a beautiful night and a beautiful 2022 amanda i love you,0
200355,en,angel be sing to u from all walk and ethnicity represent heritage have travel much luv friend enjoy,0
200356,en,thank you beautiful friend send love and light your way,0
200357,en,i keep come back to look at this and the part i get stick on be alois hand on wick s arm because you capture that subtle twisting of the finger when they re catch with friction resistance and it s impeccable beautiful stuff beautiful boy beautiful art,0
200358,en,rvf wendyallure korea february 2022 beautiful one,0
200359,en,have a lovely day beautiful sunshine,0
200360,en,sippin whiskey amp wanderin the past know this warm feelin deep inside me just ain t make to lastwithout youuuall this thinkin s get my heart steady dreamin of life s beautiful twilight just can t 4get the timesyou spend the nightsippin whisky amp wanderin the past w me,0
200361,en,you be right nothing be that simple that be an interesting perspective this be kind of the male version of abortion and could have a bad effect on society binary thinking be the mole that encapsulate cancer,0
200362,en,i didn t talk about an anti vax attitude don t put word in my mouth i don t fall for binary thinking to reject a vaccine base on valid concern do not make a person antivax,0
200363,en,i be exhaust by the binary thinking and don t know how the people who narrow everything down to this or that choice can deal with support any club be it not exhaust for them as well,0
200364,en,no no no this kind of take require more than the comforting he s good he s shit binary thinking exhibit by many in this type of debate it will not do,0
200366,en,when you don t know what synonym be because you be in fact the binary thinking autist,0
200367,en,all the liberal nato bot think mean we stand with putin stop with the binary thinking no to war and abolish nato,0
200368,en,thinking of creativity a great art music engineering innovation i d suggest be the same error of binary thinking that most everyone fall into with word like creativity intelligence consciousness 7,0
200369,en,there be much more than be strictly define by two theoretical opposite binary thinking be for be an outside of the box tertiary quaternary quinary senary septenary octonary nonary denary african duodenary critical thinker,0
200370,en,why do american need idol and hero so much it s ridiculous it s part of binary thinking i guess a person be either trash or a hero when a hero s he must be idolize and all flaw forgive god the indoctrination go deep doesn t it,0
200371,en,think everyone can only think binarily because binary thinking be the only thinking you know how to do,0
200372,en,binary thinking,0
200373,en,invasive plant management the risk of binary thinkingcheck out our article in the late natural resource management today by center directory dr jay ferrell and education and training specialist christine krebs,0
200374,en,spot on too much binary thinking on twitter i think most match go red support ole but trust will be lose if we don t gain the consistency to challenge for trophy he s get the player now,0
200375,en,there be no contradictionit be call nuancebecause everything be not black or whiteyes centralize power have it drawback which i highlight to assume i can not also advocate for centralization be just extreme binary thinkinglife be about tradeoff there be no solution,0
200376,en,whose side be you on be a great way for man to admit she be partisan binary thinking fraud it s not like msnbc be knock at your door they be off spin a dipshit russian conspiracy theory while democrat be dangle withdrawal of troop putin win,0
200378,en,binary thinking for the win again it s the american way,0
200379,en,totally but then there s the faction who think that if we fail to stay at 1 5 which let s face it unless there s some kind of miracle we win t then we re all go extinct and we should give up a always binary thinking be not our friend,0
200380,en,all those with influence and a keen understanding of human motivation and the impact of fake news please let s get that non binary thinking telethon go that mention,0
200382,en,just when i think indian muslim be a lost cause allah swt send another umm hakim bint al harith may allah turn this hijab fight into another battle of marj al saffar,0
200383,en,you tell her cain after all she should be inside the murdering bint,0
200384,en,good evening dear bint l ammm,0
200385,en,just have a bint crubbs as moment in that i eat one hmm nah doesn t work b,0
200386,en,i ve just post a new blog basmah bint saud saudi princess release from jail after almost three year,0
200387,en,christmas party in down street for the conservative party and the bint only all you plebs go home and lock your door,0
200389,en,new post glutenfree puff pastry recipe by bint e iqbal kitchenette glutenfree chicken patty recipe have be publish on new cookery recipe,0
200390,en,i go serve you breakfast for this middle of the night,0
200391,en,fake,0
200392,en,the point at which if i show how funny i find that my class will turn into chaos,0
200394,en,thank you,0
200395,en,do,0
200396,en,you mean to say circumspect oh thank you,0
200400,en,shamma bint suhail faris al mazrui a young woman of great accomplishment,0
200403,en,you re a despicable twat merry xmas bitch jesus be so proud of you,1
200404,en,some people don t appreciate what they have karma be a bitch though,0
200405,en,i ve see a shift in the last week or so and i myself have be point out voice line and such from the game to share the light that i m o cait be not only a top but dom adjacent with vi a her enthusiastic bottom bitch,0
200406,en,bitch i m more mad i get ta go re order than anything like goddamn,0
200407,en,very verbal too like holy fuck call me a slut whore bitch faggot good girl and keep tell me how soft my mouth be and stuff along those line,3
200408,en,public housing skate team life s a bitch tee delivery,0
200411,en,just argue with my nephew for 5 min about minecraft end with the ender dragon be a little bitch i m pretty sure i win,0
200414,en,i fuck up skinny turtle be the bad character on the show by a country mile guy turn into a lil bitch lol,0
200415,en,this be like the 5th time one of my friend have roast me this week stick a fork in me get out the carve knife and call your friend for dinner because this bitch be cook,0
200416,en,yeah but dante be italian he be almost legally require to be a deeply extra messy bitch who live for drama,0
200418,en,go to applebees request no celery with my wing since i be allergic they bring me extra and when my date ask that it be take back and fresh wing bring to me they whisper to him that i be a high maintenance bitch and also that i have be there the week b4,3
200419,en,bitch i see beyonc i m fainting,0
200420,en,get a bad little bitch pop xanx with me,1
200423,en,remember when fnaf be scary remember when u get some bitch me neither,1
200424,en,big red flag be them bitch who think like white boy be a cute little personality trait they re all racist lol,1
200425,en,this what separate the mentally challenge from the woman that keep it player slow hoe be feel like she s her because she can get a nut up out a nigga but no money amp nothing else bitch be ssi slow lol,1
200427,en,maaaan i wish i could wear the heel rihanna zendaya and all the other bad bitch wear bitch two terrible step in and i m cry i can t do it anymore i ll go barefoot,0
200430,en,some break bitch really stole my best friend phone,1
200432,en,koi bacha hai jisse chugli karke apni relationship ka mazaak udana baaki hai that s the difference b w young teja and mature never seek relationship advice from anyone and never bitch about him,0
200433,en,i love when my job page someone who already leave for the day i laugh and say bitch,0
200435,en,not my professor say that she would co author a paper with me on a gender queer approach to archaeology that s real allyship bitch,0
200437,en,nvm fok u musty bitch i get one,1
200445,en,nor do i say it be i don t blame all woman but many woman be guilty of this even some woman who identify a feminist,2
200447,en,i don t blame all woman but we can t just let some of you vote so the fight to preserve liberty will continue thanks for do your part,1
200453,en,can t blame all men just like we men can t blame all woman,0
200454,en,i mean you dont blame all woman for something an unstable woman do,0
200456,en,men be sooooo freakin bitter like so many of them be drown in intense misogyny like why they always say not all men when woman bring up stats and valid concern but let one woman do something and they blame all woman thank god im a lesbian,0
200457,en,y all chase after gold digger when you ain t get no gold then wan na blame all woman for your rejection,2
200459,en,i don t blame all woman that s inaccurate,0
200461,en,this be just an abusive relationship mom work extra shift and pay the bill to keep the family together and somehow give u hope dad get drunk beat her beat the kid and run up a tab to impress his rich bos then he skip town lady and gent our two party system,3
200462,en,grow men wan na baby me amp thats cute or the thought of it be cute but once i start really require shit it cricket no one have anything to dish out ion get time im legit a bos baby move,0
